BiblioID,Title,Author,Material,Pub,Desc,Subj,DDC,Type,Lib,Shelf,CallNo,Copy,Status,Barcode
608014,A Mission under Duress:The Nanjing Massacre and Post-Massacre Social Conditions Documented by American Diplomats,"By: Lu, Suping",Text,"University Press of America, Incorporated",N/A,Library catalog Title Author ISBN ISSN Series Call number,N/A,E-BOOK,"Vellore Institute of Technology, Vellore",N/A,N/A,N/A,Available,EBS9251
608013,A History of Rwandan Identity and Trauma:The Mythmakers' Victims,"By: Fegley, Randall",Text,Lexington Books/Fortress Academic,N/A,Library catalog Title Author ISBN ISSN Series Call number,N/A,E-BOOK,"Vellore Institute of Technology, Vellore",N/A,N/A,N/A,Available,EBS9250
608015,A View from the South:The Narrative Art of Boyd Saunders,"By: Dewey, Theron Thomas, II",Text,University of South Carolina Press,N/A,Library catalog Title Author ISBN ISSN Series Call number,N/A,E-BOOK,"Vellore Institute of Technology, Vellore",N/A,N/A,N/A,Available,EBS9252
608016,Acts of Visitation:The Narrative of J. M. Coetzee,"By: L�pez, Mar�a J",Text,BRILL,N/A,Library catalog Title Author ISBN ISSN Series Call number,N/A,E-BOOK,"Vellore Institute of Technology, Vellore",N/A,N/A,N/A,Available,EBS9253
608017,1812:The Navy's War,"By: Daughan, George C",Text,Basic Books,N/A,Library catalog Title Author ISBN ISSN Series Call number,N/A,E-BOOK,"Vellore Institute of Technology, Vellore",N/A,N/A,N/A,Available,EBS9254
608018,A World Without Jews:The Nazi Imagination from Persecution to Genocide,"By: Confino, Alon",Text,Yale University Press,N/A,Library catalog Title Author ISBN ISSN Series Call number,N/A,E-BOOK,"Vellore Institute of Technology, Vellore",N/A,N/A,N/A,Available,EBS9255
608019,After Artest:The NBA and the Assault on Blackness,"By: Leonard, David J",Text,State University of New York Press,N/A,Library catalog Title Author ISBN ISSN Series Call number,N/A,E-BOOK,"Vellore Institute of Technology, Vellore",N/A,N/A,N/A,Available,EBS9256
608020,A Child&prime;s Brain:The Need for Nurture,"By: Sylwester, Robert A",Text,Corwin Press,N/A,Library catalog Title Author ISBN ISSN Series Call number,N/A,E-BOOK,"Vellore Institute of Technology, Vellore",N/A,N/A,N/A,Available,EBS9257
608021,A Stitch in Time:The Needlework of Aging Women in Antebellum America,"By: Newell, Aimee E",Text,Ohio University Press,N/A,Library catalog Title Author ISBN ISSN Series Call number,N/A,E-BOOK,"Vellore Institute of Technology, Vellore",N/A,N/A,N/A,Available,EBS9258
608022,A Promising Problem:The New Chicana/o History,"By: Blanton, Carlos Kevin",Text,University of Texas Press,N/A,Library catalog Title Author ISBN ISSN Series Call number,N/A,E-BOOK,"Vellore Institute of Technology, Vellore",N/A,N/A,N/A,Available,EBS9259
608023,A Commonwealth of Hope:The New Deal Response to Crisis,"By: Lawson, Alan",Text,Johns Hopkins University Press,N/A,Library catalog Title Author ISBN ISSN Series Call number,N/A,E-BOOK,"Vellore Institute of Technology, Vellore",N/A,N/A,N/A,Available,EBS9260
608025,Achieving World-Class Education in Brazil:The Next Agenda,"By: Bruns, Barbara",Text,World Bank Publications,N/A,Library catalog Title Author ISBN ISSN Series Call number,N/A,E-BOOK,"Vellore Institute of Technology, Vellore",N/A,N/A,N/A,Available,EBS9262
608026,A God Torn to Pieces:The Nietzsche Case,"By: Fornari, Giuseppe",Text,Michigan State University Press,N/A,Library catalog Title Author ISBN ISSN Series Call number,N/A,E-BOOK,"Vellore Institute of Technology, Vellore",N/A,N/A,N/A,Available,EBS9263
608028,Abridged Science for High School Students:The Nuclear Research Foundation School Certificate Integrated,"By: Messel, H",Text,Elsevier Science AND Technology,N/A,Library catalog Title Author ISBN ISSN Series Call number,N/A,E-BOOK,"Vellore Institute of Technology, Vellore",N/A,N/A,N/A,Available,EBS9265
608027,"A Linguistic History of Ancient Cyprus:The Non-Greek Languages, and Their Relations with Greek, C. 1600-300 BC","By: Steele, Philippa M",Text,Cambridge University Press,N/A,Library catalog Title Author ISBN ISSN Series Call number,N/A,E-BOOK,"Vellore Institute of Technology, Vellore",N/A,N/A,N/A,Available,EBS9264
608029,Abridged Science for High School Students:The Nuclear Research Foundation School Certificate Integrated,"By: Messel, H",Text,Elsevier Science AND Technology,N/A,Library catalog Title Author ISBN ISSN Series Call number,N/A,E-BOOK,"Vellore Institute of Technology, Vellore",N/A,N/A,N/A,Available,EBS9266
608030,AdMinistry:The Nuts and Bolts of Church Administration,"By: Tumblin, Thomas F",Text,Abingdon Press,N/A,Library catalog Title Author ISBN ISSN Series Call number,N/A,E-BOOK,"Vellore Institute of Technology, Vellore",N/A,N/A,N/A,Available,EBS9267
608031,A System of Indian Logic:The Nyana Theory of Inference,"By: Vattanky, John",Text,Taylor AND Francis Group,N/A,Library catalog Title Author ISBN ISSN Series Call number,N/A,E-BOOK,"Vellore Institute of Technology, Vellore",N/A,N/A,N/A,Available,EBS9268
608032,After Thermopylae:The Oath of Plataea and the End of the Graeco-Persian Wars,"By: Cartledge, Paul",Text,"Oxford University Press, Incorporated",N/A,Library catalog Title Author ISBN ISSN Series Call number,N/A,E-BOOK,"Vellore Institute of Technology, Vellore",N/A,N/A,N/A,Available,EBS9269
608034,Abraham Lincoln:The Observations of John G. Nicolay and John Hay,"By: Burlingame, Michael",Text,Southern Illinois University Press,N/A,Library catalog Title Author ISBN ISSN Series Call number,N/A,E-BOOK,"Vellore Institute of Technology, Vellore",N/A,N/A,N/A,Available,EBS9271
608033,"Africa's First Peacekeeping Operation:The OAU in Chad, 1981-1982","By: Mays, Terry M",Text,Bloomsbury Publishing USA,N/A,Library catalog Title Author ISBN ISSN Series Call number,N/A,E-BOOK,"Vellore Institute of Technology, Vellore",N/A,N/A,N/A,Available,EBS9270
608035,A Passion for the Past:The Odyssey of a Transatlantic Archaeologist,"By: Hume, Ivor No�l",Text,University of Virginia Press,N/A,Library catalog Title Author ISBN ISSN Series Call number,N/A,E-BOOK,"Vellore Institute of Technology, Vellore",N/A,N/A,N/A,Available,EBS9272
608036,A Field Guide for Science Writers:The Official Guide of the National Association of Science Writers,"By: Blum, Deborah",Text,"Oxford University Press, Incorporated",N/A,Library catalog Title Author ISBN ISSN Series Call number,N/A,E-BOOK,"Vellore Institute of Technology, Vellore",N/A,N/A,N/A,Available,EBS9273
608037,500 Basic Korean Verbs:The Only Comprehensive Guide to Conjugation and Usage,"By: Park, Kyubyong",Text,Tuttle Publishing,N/A,Library catalog Title Author ISBN ISSN Series Call number,N/A,E-BOOK,"Vellore Institute of Technology, Vellore",N/A,N/A,N/A,Available,EBS9274
608038,500 Basic Korean Verbs:The Only Comprehensive Guide to Conjugation and Usage (Downloadable Audio),"By: Park, Kyubyong",Text,Tuttle Publishing,N/A,Library catalog Title Author ISBN ISSN Series Call number,N/A,E-BOOK,"Vellore Institute of Technology, Vellore",N/A,N/A,N/A,Available,EBS9275
608039,Across Atlantic Ice:The Origin of America's Clovis Culture,"By: Stanford, Dennis J",Text,University of California Press,N/A,Library catalog Title Author ISBN ISSN Series Call number,N/A,E-BOOK,"Vellore Institute of Technology, Vellore",N/A,N/A,N/A,Available,EBS9276
608040,Abortion in America:The Origins and Evolution of National Policy,"By: Mohr, James C",Text,Oxford University Press,N/A,Library catalog Title Author ISBN ISSN Series Call number,N/A,E-BOOK,"Vellore Institute of Technology, Vellore",N/A,N/A,N/A,Available,EBS9277
608041,A Third Way:The Origins of China's Current Economic Development Strategy,"By: Reardon, Lawrence C",Text,Harvard University Asia Center,N/A,Library catalog Title Author ISBN ISSN Series Call number,N/A,E-BOOK,"Vellore Institute of Technology, Vellore",N/A,N/A,N/A,Available,EBS9278
608042,"Age in the Welfare State:The Origins of Social Spending on Pensioners, Workers, and Children","By: Lynch, Julia",Text,Cambridge University Press,N/A,Library catalog Title Author ISBN ISSN Series Call number,N/A,E-BOOK,"Vellore Institute of Technology, Vellore",N/A,N/A,N/A,Available,EBS9279
608043,A Prelude to the Welfare State:The Origins of Workers' Compensation,"By: Fishback, Price V",Text,University of Chicago Press,N/A,Library catalog Title Author ISBN ISSN Series Call number,N/A,E-BOOK,"Vellore Institute of Technology, Vellore",N/A,N/A,N/A,Available,EBS9280
608044,A Nation of Empire:The Ottoman Legacy of Turkish Modernity,"By: Meeker, Michael",Text,University of California Press,N/A,Library catalog Title Author ISBN ISSN Series Call number,N/A,E-BOOK,"Vellore Institute of Technology, Vellore",N/A,N/A,N/A,Available,EBS9281
608046,African Americans in the Post-Emancipation South:The Outsiders' View,"By: Hornsby, Alton",Text,"University Press of America, Incorporated",N/A,Library catalog Title Author ISBN ISSN Series Call number,N/A,E-BOOK,"Vellore Institute of Technology, Vellore",N/A,N/A,N/A,Available,EBS9283
608045,A Mad Catastrophe:The Outbreak of World War I and the Collapse of the Habsburg Empire,"By: Wawro, Geoffrey",Text,Basic Books,N/A,Library catalog Title Author ISBN ISSN Series Call number,N/A,E-BOOK,"Vellore Institute of Technology, Vellore",N/A,N/A,N/A,Available,EBS9282
608048,A Meaningful Life at Work:The Paradox of Wellbeing,"By: Abu Bakar, Raida",Text,Emerald Publishing Limited,N/A,Library catalog Title Author ISBN ISSN Series Call number,N/A,E-BOOK,"Vellore Institute of Technology, Vellore",N/A,N/A,N/A,Available,EBS9285
608047,Agrarian Dreams:The Paradox of Organic Farming in California,"By: Guthman, Julie",Text,University of California Press,N/A,Library catalog Title Author ISBN ISSN Series Call number,N/A,E-BOOK,"Vellore Institute of Technology, Vellore",N/A,N/A,N/A,Available,EBS9284
608050,Adomnan and the Holy Places:The Perceptions of an Insular Monk on the Locations of the Biblical Drama,"By: O'Loughlin, Thomas",Text,Bloomsbury Publishing Plc,N/A,Library catalog Title Author ISBN ISSN Series Call number,N/A,E-BOOK,"Vellore Institute of Technology, Vellore",N/A,N/A,N/A,Available,EBS9287
608049,"Abraham, Israel and the Nations:The Patriarchal Promise and Its Covenantal Development in Genesis","By: Williamson, Paul R",Text,Bloomsbury Publishing Plc,N/A,Library catalog Title Author ISBN ISSN Series Call number,N/A,E-BOOK,"Vellore Institute of Technology, Vellore",N/A,N/A,N/A,Available,EBS9286
608051,"Actional Poetics - ASH SHE HE:The Performance Actuations of Alastair MacLennan, 1971-2020","By: Johnston, Sandra",Text,"Intellect, Limited",N/A,Library catalog Title Author ISBN ISSN Series Call number,N/A,E-BOOK,"Vellore Institute of Technology, Vellore",N/A,N/A,N/A,Available,EBS9288
608052,Agencies and policies:The performance of bilateral donors in fighting corruption,"By: Seidler, Christoph",Text,Diplomica Verlag,N/A,Library catalog Title Author ISBN ISSN Series Call number,N/A,E-BOOK,"Vellore Institute of Technology, Vellore",N/A,N/A,N/A,Available,EBS9289
608053,A History of the Jews and Judaism in the Second Temple Period (vol. 1):The Persian Period (539-331BCE),"By: Grabbe, Lester L",Text,Bloomsbury Publishing Plc,N/A,Library catalog Title Author ISBN ISSN Series Call number,N/A,E-BOOK,"Vellore Institute of Technology, Vellore",N/A,N/A,N/A,Available,EBS9290
608054,A Medicated Empire:The Pharmaceutical Industry and Modern Japan,"By: Yang, Timothy M",Text,Cornell University Press,N/A,Library catalog Title Author ISBN ISSN Series Call number,N/A,E-BOOK,"Vellore Institute of Technology, Vellore",N/A,N/A,N/A,Available,EBS9291
608056,Air Disaster Canberra:The Plane Crash That Destroyed a Government,"By: Tink, Andrew",Text,University of New South Wales Press,N/A,Library catalog Title Author ISBN ISSN Series Call number,N/A,E-BOOK,"Vellore Institute of Technology, Vellore",N/A,N/A,N/A,Available,EBS9293
608055,"A Brief History of Entrepreneurship:The Pioneers, Profiteers, and Racketeers Who Shaped Our World","By: Carlen, Joe",Text,Columbia University Press,N/A,Library catalog Title Author ISBN ISSN Series Call number,N/A,E-BOOK,"Vellore Institute of Technology, Vellore",N/A,N/A,N/A,Available,EBS9292
608057,A Ghost in My Suitcase:The Play,"By: Bates, Vanessa",Text,Currency Press,N/A,Library catalog Title Author ISBN ISSN Series Call number,N/A,E-BOOK,"Vellore Institute of Technology, Vellore",N/A,N/A,N/A,Available,EBS9294
608058,A Sudden Terror:The Plot to Murder the Pope in Renaissance Rome,"By: D'Elia, Anthony F",Text,Harvard University Press,N/A,Library catalog Title Author ISBN ISSN Series Call number,N/A,E-BOOK,"Vellore Institute of Technology, Vellore",N/A,N/A,N/A,Available,EBS9295
608059,"A Companion to Shakespeare's Works, Volume IV:The Poems, Problem Comedies, Late Plays","By: Dutton, Richard",Text,"John Wiley AND Sons, Incorporated",N/A,Library catalog Title Author ISBN ISSN Series Call number,N/A,E-BOOK,"Vellore Institute of Technology, Vellore",N/A,N/A,N/A,Available,EBS9296
608061,"A Secret Life:The Polish Colonel, His Covert Mission, And The Price He Paid To Save His Country","By: Weiser, Benjamin",Text,PublicAffairs,N/A,Library catalog Title Author ISBN ISSN Series Call number,N/A,E-BOOK,"Vellore Institute of Technology, Vellore",N/A,N/A,N/A,Available,EBS9298
608062,Spirits that I've cited...? Vladim�r Clementis (1902�1952):The Political Biography of a Czechoslovak Communist,"By: Baer, Josette",Text,Ibidem Press,N/A,Library catalog Title Author ISBN ISSN Series Call number,N/A,E-BOOK,"Vellore Institute of Technology, Vellore",N/A,N/A,N/A,Available,EBS9299
608063,A Tiny Spot on the Earth:The Political Culture of the Netherlands in the Nineteenth and Twentieth Centuries,"By: de Rooy, Piet",Text,Amsterdam University Press,N/A,Library catalog Title Author ISBN ISSN Series Call number,N/A,E-BOOK,"Vellore Institute of Technology, Vellore",N/A,N/A,N/A,Available,EBS9300
608065,After the Cataclysm:The Political Economy of Human Rights: Volume II,"By: Chomsky, Noam",Text,Pluto Press,N/A,Library catalog Title Author ISBN ISSN Series Call number,N/A,E-BOOK,"Vellore Institute of Technology, Vellore",N/A,N/A,N/A,Available,EBS9302
608066,A Body Politic to Govern:The Political Humanism of Elizabeth I,"By: Booth, Ted",Text,Cambridge Scholars Publishing,N/A,Library catalog Title Author ISBN ISSN Series Call number,N/A,E-BOOK,"Vellore Institute of Technology, Vellore",N/A,N/A,N/A,Available,EBS9303
608067,A Tibetan Revolutionary:The Political Life and Times of Bapa Ph�ntso Wangye,"By: Goldstein, Melvyn C",Text,University of California Press,N/A,Library catalog Title Author ISBN ISSN Series Call number,N/A,E-BOOK,"Vellore Institute of Technology, Vellore",N/A,N/A,N/A,Available,EBS9304
608068,"Agrarian Class Conflict:The Political Mobilization of Agricultural Labourers in Kuttanad, South India","By: Tharamangalam, Joseph",Text,UBC Press,N/A,Library catalog Title Author ISBN ISSN Series Call number,N/A,E-BOOK,"Vellore Institute of Technology, Vellore",N/A,N/A,N/A,Available,EBS9305
608069,Adenauer's Germany and the Nazi Past:The Politics of Amnesty and Integration,"By: Frei, Norbert",Text,Columbia University Press,N/A,Library catalog Title Author ISBN ISSN Series Call number,N/A,E-BOOK,"Vellore Institute of Technology, Vellore",N/A,N/A,N/A,Available,EBS9306
608070,A Good Place to Do Business:The Politics of Downtown Renewal Since 1945,"By: Biles, Roger",Text,Temple University Press,N/A,Library catalog Title Author ISBN ISSN Series Call number,N/A,E-BOOK,"Vellore Institute of Technology, Vellore",N/A,N/A,N/A,Available,EBS9307
608071,After Demosthenes:The Politics of Early Hellenistic Athens,"By: Bayliss, Andrew J",Text,Bloomsbury Publishing Plc,N/A,Library catalog Title Author ISBN ISSN Series Call number,N/A,E-BOOK,"Vellore Institute of Technology, Vellore",N/A,N/A,N/A,Available,EBS9308
608072,Agency and Ethics:The Politics of Military Intervention,"By: Lang Jr., Anthony F",Text,State University of New York Press,N/A,Library catalog Title Author ISBN ISSN Series Call number,N/A,E-BOOK,"Vellore Institute of Technology, Vellore",N/A,N/A,N/A,Available,EBS9309
608074,Affections of the Mind:The Politics of Sacramental Marriage in Late Medieval English Literature,"By: Lipton, Emma",Text,University of Notre Dame Press,N/A,Library catalog Title Author ISBN ISSN Series Call number,N/A,E-BOOK,"Vellore Institute of Technology, Vellore",N/A,N/A,N/A,Available,EBS9311
608073,After Multiculturalism:The Politics of Race and the Dialectics of Liberty,"By: Welsh, John F",Text,Lexington Books/Fortress Academic,N/A,Library catalog Title Author ISBN ISSN Series Call number,N/A,E-BOOK,"Vellore Institute of Technology, Vellore",N/A,N/A,N/A,Available,EBS9310
608075,African Feminism:The Politics of Survival in Sub-Saharan Africa,"By: Mikell, Gwendolyn",Text,University of Pennsylvania Press,N/A,Library catalog Title Author ISBN ISSN Series Call number,N/A,E-BOOK,"Vellore Institute of Technology, Vellore",N/A,N/A,N/A,Available,EBS9312
608076,After Rorty:The Possibilities for Ethics and Religious Belief,"By: Dann, G. Elijah",Text,Bloomsbury Publishing Plc,N/A,Library catalog Title Author ISBN ISSN Series Call number,N/A,E-BOOK,"Vellore Institute of Technology, Vellore",N/A,N/A,N/A,Available,EBS9313
608078,After the Crime:The Power of Restorative Justice Dialogues Between Victims and Violent Offenders,"By: Miller, Susan L",Text,New York University Press,N/A,Library catalog Title Author ISBN ISSN Series Call number,N/A,E-BOOK,"Vellore Institute of Technology, Vellore",N/A,N/A,N/A,Available,EBS9315
608077,"A New City O/S:The Power of Open, Collaborative, and Distributed Governance","By: Goldsmith, Stephen",Text,Brookings Institution Press,N/A,Library catalog Title Author ISBN ISSN Series Call number,N/A,E-BOOK,"Vellore Institute of Technology, Vellore",N/A,N/A,N/A,Available,EBS9314
608080,"A Force Profonde:The Power, Politics, and Promise of Human Rights","By: Kolodziej, Edward A",Text,University of Pennsylvania Press,N/A,Library catalog Title Author ISBN ISSN Series Call number,N/A,E-BOOK,"Vellore Institute of Technology, Vellore",N/A,N/A,N/A,Available,EBS9317
608079,A Hedonist Manifesto:The Power to Exist,"By: Onfray, Michel",Text,Columbia University Press,N/A,Library catalog Title Author ISBN ISSN Series Call number,N/A,E-BOOK,"Vellore Institute of Technology, Vellore",N/A,N/A,N/A,Available,EBS9316
608081,Access Denied:The Practice and Policy of Global Internet Filtering,"By: Deibert, Ronald",Text,MIT Press,N/A,Library catalog Title Author ISBN ISSN Series Call number,N/A,E-BOOK,"Vellore Institute of Technology, Vellore",N/A,N/A,N/A,Available,EBS9318
608082,A Matter of Trust:The Practice of Ethics in Finance,"By: Kofman, Paul",Text,Melbourne University Publishing,N/A,Library catalog Title Author ISBN ISSN Series Call number,N/A,E-BOOK,"Vellore Institute of Technology, Vellore",N/A,N/A,N/A,Available,EBS9319
608083,"Air Contaminants, Ventilation, and Industrial Hygiene Economics:The Practitioner's Toolbox and Desktop Handbook","By: Wabeke, Roger Lee",Text,Taylor AND Francis Group,N/A,Library catalog Title Author ISBN ISSN Series Call number,N/A,E-BOOK,"Vellore Institute of Technology, Vellore",N/A,N/A,N/A,Available,EBS9320
608084,A Systematic Theory of Argumentation:The Pragma-Dialectical Approach,"By: Eemeren, Frans H. van",Text,Cambridge University Press,N/A,Library catalog Title Author ISBN ISSN Series Call number,N/A,E-BOOK,"Vellore Institute of Technology, Vellore",N/A,N/A,N/A,Available,EBS9321
608085,A Defining Moment: the Presidential Election Of 2004:The Presidential Election Of 2004,"By: Crotty, William J",Text,Taylor AND Francis Group,N/A,Library catalog Title Author ISBN ISSN Series Call number,N/A,E-BOOK,"Vellore Institute of Technology, Vellore",N/A,N/A,N/A,Available,EBS9322
608086,A Transformation in American National Politics:The Presidential Election of 2012,"By: Brattebo, Douglas M",Text,University of Akron Press,N/A,Library catalog Title Author ISBN ISSN Series Call number,N/A,E-BOOK,"Vellore Institute of Technology, Vellore",N/A,N/A,N/A,Available,EBS9323
608087,A Liberal Peace?:The Problems and Practices of Peacebuilding,"By: Campbell, Susanna",Text,Bloomsbury Academic AND Professional,N/A,Library catalog Title Author ISBN ISSN Series Call number,N/A,E-BOOK,"Vellore Institute of Technology, Vellore",N/A,N/A,N/A,Available,EBS9324
608088,A Nascent Common Law:The Process of Decisionmaking in International Legal Disputes Between States and Foreign Investors,"By: Sourgens, �d�ric Gilles",Text,BRILL,N/A,Library catalog Title Author ISBN ISSN Series Call number,N/A,E-BOOK,"Vellore Institute of Technology, Vellore",N/A,N/A,N/A,Available,EBS9325
608089,A Woman's War:The Professional and Personal Journey of the Navy's First African American Female Intelligence Officer,"By: Harris, Gail",Text,"Scarecrow Press, Incorporated",N/A,Library catalog Title Author ISBN ISSN Series Call number,N/A,E-BOOK,"Vellore Institute of Technology, Vellore",N/A,N/A,N/A,Available,EBS9326
608090,Activists in City Hall:The Progressive Response to the Reagan Era in Boston and Chicago,"By: Clavel, Pierre",Text,Cornell University Press,N/A,Library catalog Title Author ISBN ISSN Series Call number,N/A,E-BOOK,"Vellore Institute of Technology, Vellore",N/A,N/A,N/A,Available,EBS9327
608091,After Tocqueville:The Promise and Failure of Democracy,"By: Williamson, Chilton, Jr",Text,ISI Books,N/A,Library catalog Title Author ISBN ISSN Series Call number,N/A,E-BOOK,"Vellore Institute of Technology, Vellore",N/A,N/A,N/A,Available,EBS9328
608092,Africa in the Twenty-First Century:The Promise of Development and Democratization,"By: Bekele, Gashawbeza",Text,Lexington Books/Fortress Academic,N/A,Library catalog Title Author ISBN ISSN Series Call number,N/A,E-BOOK,"Vellore Institute of Technology, Vellore",N/A,N/A,N/A,Available,EBS9329
608094,Addiction Neuroethics:The Promises and Perils of Neuroscience Research on Addiction,"By: Carter, Adrian",Text,Cambridge University Press,N/A,Library catalog Title Author ISBN ISSN Series Call number,N/A,E-BOOK,"Vellore Institute of Technology, Vellore",N/A,N/A,N/A,Available,EBS9331
608093,A Glass Half Full:The Promise of Regional Trade in South Asia,"By: Kathuria, Sanjay",Text,World Bank Publications,N/A,Library catalog Title Author ISBN ISSN Series Call number,N/A,E-BOOK,"Vellore Institute of Technology, Vellore",N/A,N/A,N/A,Available,EBS9330
608096,A Manual of Organizational Development:The Psychology of Change,"By: Huffington, Clare",Text,Taylor AND Francis Group,N/A,Library catalog Title Author ISBN ISSN Series Call number,N/A,E-BOOK,"Vellore Institute of Technology, Vellore",N/A,N/A,N/A,Available,EBS9333
608095,Access to Treatment in the Private Sector Workplace:The Provision of Antiretroviral Therapy by Three Companies in South Africa,"By: Knight, Lindsay",Text,UNAIDS,N/A,Library catalog Title Author ISBN ISSN Series Call number,N/A,E-BOOK,"Vellore Institute of Technology, Vellore",N/A,N/A,N/A,Available,EBS9332
608098,Active Vision:The Psychology of Looking and Seeing,"By: Findlay, John M",Text,"Oxford University Press, Incorporated",N/A,Library catalog Title Author ISBN ISSN Series Call number,N/A,E-BOOK,"Vellore Institute of Technology, Vellore",N/A,N/A,N/A,Available,EBS9335
608097,Agile Resilience:The Psychology of Developing Resilience in the Workplace,"By: Dillon, Tom",Text,Critical Publishing,N/A,Library catalog Title Author ISBN ISSN Series Call number,N/A,E-BOOK,"Vellore Institute of Technology, Vellore",N/A,N/A,N/A,Available,EBS9334
608099,A Nation Fragmented:The Public Agenda in the Information Age,"By: Edy, Jill",Text,Temple University Press,N/A,Library catalog Title Author ISBN ISSN Series Call number,N/A,E-BOOK,"Vellore Institute of Technology, Vellore",N/A,N/A,N/A,Available,EBS9336
608100,Against the Odds:The Public Life and Times of Louis Rasminsky,"By: Muirhead, Bruce",Text,University of Toronto Press,N/A,Library catalog Title Author ISBN ISSN Series Call number,N/A,E-BOOK,"Vellore Institute of Technology, Vellore",N/A,N/A,N/A,Available,EBS9337
608101,Aborigines of Taiwan:The Puyuma: from Headhunting to the Modern World,"By: Cauquelin, Josiane",Text,Taylor AND Francis Group,N/A,Library catalog Title Author ISBN ISSN Series Call number,N/A,E-BOOK,"Vellore Institute of Technology, Vellore",N/A,N/A,N/A,Available,EBS9338
608102,A Jacobean Company and Its Playhouse:The Queen's Servants at the Red Bull Theatre (C. 1605-1619),"By: Griffith, Eva",Text,Cambridge University Press,N/A,Library catalog Title Author ISBN ISSN Series Call number,N/A,E-BOOK,"Vellore Institute of Technology, Vellore",N/A,N/A,N/A,Available,EBS9339
608103,"A City Divided:The Racial Landscape of Kansas City, 1900-1960","By: Schirmer, Sherry Lamb",Text,University of Missouri Press,N/A,Library catalog Title Author ISBN ISSN Series Call number,N/A,E-BOOK,"Vellore Institute of Technology, Vellore",N/A,N/A,N/A,Available,EBS9340
608104,(Mis)Representing Islam:The racism and rhetoric of British broadsheet newspapers,"By: Richardson, John E",Text,John Benjamins Publishing Company,N/A,Library catalog Title Author ISBN ISSN Series Call number,N/A,E-BOOK,"Vellore Institute of Technology, Vellore",N/A,N/A,N/A,Available,EBS9341
